t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,file,AU
146.6987776470693,141.28846355881808,137.46406108480306,135.22557022502428,134.5729909794817,135.50632334817567,141.39624716704108,149.99986114437428,153.66247256332213,153.50521101135254,156.80227541574268,153.29394724109127,152.9899319854006,152.7764082372394,152.6336352139122,152.5110106133518,152.49253450407062,152.52243307173467,152.53678606730415,152.53464107123213,152.53758655104528,152.5358686785541,152.50914589527002,152.48872140342525,152.45912110734548,152.45041519161134,152.4379788714663,152.42280495620693,152.38004996757485,152.34784646912382,152.3098473853941,152.26499464326048,152.21717000989509,152.1898925552037,152.18341468350673,152.1765338904626,152.16314630871562,152.15197078504315,152.15290941595617,152.12218875484913,152.09034554719415,152.0578494601784,152.05195429559183,152.03000360867838,152.00359200826165,151.9806643517891,151.9949814747793,152.01611153445307,152.02802022298224,152.0112063850777,152.01007490694124,152.03283805224768,152.05112165417998,152.01980559994522,151.989878723888,151.9951140100681,151.9865152931564,151.9754025277254,151.94539178563275,151.94128132632207,23-03-06-rings-afternoon_min0,1.01270992715413
151.93895997880117,151.94899388737934,151.93624851846334,151.93130769411027,151.9512196787592,151.98275603892412,151.99936252170187,152.0230896462438,152.0640144812513,152.09610488049867,152.10140818902465,152.09463879185913,152.08456128843443,152.0519415661022,152.03656113354648,152.02930340375457,152.05151772270654,152.08777266875154,152.13629847133615,152.16543614669882,152.18732256569524,152.2108249738412,152.18187256175585,152.1210410654843,152.07566517333714,152.04179205273306,152.00047179337997,151.96554043761734,151.94554256349346,151.96107569064463,151.95120337268213,151.95520077626142,151.9209788929337,151.91250241231978,151.9151373376384,151.9148643076718,151.91045624071796,151.9235241229722,151.9778856990318,152.0196720529367,152.00982405576872,151.99757432678317,151.97296157595886,151.95623952000648,151.92846129960128,151.90219250580014,151.90035110469728,151.89370158446744,151.903141672826,151.8795722342938,151.87372421347686,151.89681110120304,151.90901120849594,151.9202377094075,151.91238547174265,151.94006867348284,151.93872035139478,151.93100279101915,151.92117808711788,151.92450200940235,23-03-06-rings-afternoon_min1,1.01270992715413
151.96060324518015,152.00410955824822,152.02787919082826,152.0729713785749,152.0787027552169,152.08798678975424,152.06050904221422,152.0380205867271,152.01134177373237,151.98885237766206,151.9669127840977,151.95117355461338,151.96833924572925,151.98300014398086,151.96793964013554,151.96784785027936,151.98409859499992,151.98114632955074,151.9769518540275,151.8053799233766,151.8142834406267,151.92417543337697,152.26453195535885,152.7265036898373,153.28651945938677,153.8829088821159,154.4208965642381,154.82060207711805,155.0220218550759,154.9837776229535,154.98249037158996,154.9204470879738,154.91933919160226,154.92346817012697,154.8991220351241,154.8903681298858,154.86224479052896,154.85823966863444,154.86113602866274,154.8733247896766,154.86253885715297,154.87606159438482,154.88803537285335,154.89552080282414,154.86456543854052,154.84525370801663,154.83090126573146,154.80542185046625,154.7756175624375,154.73870547674306,154.7168196900715,154.69365025628807,154.68267898539858,154.67881051680845,154.6853902916072,154.7051569877655,154.71689403171382,154.71943246821223,154.72971959127707,154.7652186996674,23-03-06-rings-afternoon_min2,1.01270992715413
154.80108361588816,154.83795176686152,154.8988020550373,154.9708432007631,155.0185315404589,155.06264508693755,155.07935830615017,155.12107175299974,155.111967678115,155.11437482026216,155.09751127767225,155.09300473007494,155.09201067588873,155.08552416900548,155.08388808378174,155.0914150614473,155.11052412790434,155.1278895704407,155.10707114811777,155.0888853470798,155.09518331840462,155.08643889803912,155.08213515678162,155.08940128068593,155.1204300499807,155.14950157230783,155.19040442612263,155.210424909812,155.2283330372477,155.23676126752346,155.2431327821805,155.1979506541279,155.16523462081676,155.14027133675924,155.10356158316105,155.07521015237432,155.06872233341704,155.0993016659678,155.13302456989942,155.1755363031613,155.2116886940195,155.23677553435292,155.25900489868434,155.25907730778383,155.23543600158027,155.21158565668503,155.1855650820042,155.19752898830097,155.1990674069994,155.22983257191984,155.26262866150915,155.28945303173256,155.29724374418942,155.30269501673052,155.32822308544098,155.31133869193914,155.27525769055663,155.2665183762143,155.25820536343048,155.27068564596078,23-03-06-rings-afternoon_min3,1.01270992715413
155.26320572512026,155.26583802233873,155.2652878285818,155.28806828378103,155.3189563291802,155.32211526210293,155.32724228241244,155.35652894536608,155.37594630970838,155.40363564895168,155.40874671886684,155.4217495665102,155.4074187734471,155.39722060268068,155.38014022799533,155.3702985422198,155.3647323288289,155.38171826579773,155.3948978126687,155.4131938516404,155.4461651821581,155.47788612189908,155.4907419144942,155.50183388038965,155.53317859079624,155.52925263597308,155.5146855905375,155.49693831863985,155.47983098320364,155.48783179744837,155.48665263411402,155.47447958242074,155.4773167726511,155.49963526317026,155.52224252459283,155.4980904658949,155.47434010736671,155.4800508465064,155.47376161312062,155.49524422946712,155.484438939899,155.48536164808183,155.47615136238232,155.4621151576113,155.41932228481653,155.3845164060165,155.36901191132503,155.36403306053626,155.3383697573003,155.33907116364134,155.356166955197,155.39229291882845,155.41645306338043,155.44107987157656,155.45986346067264,155.49586076990911,155.53696041902572,155.57233654023253,155.63390805418138,155.6852274837662,23-03-06-rings-afternoon_min4,1.01270992715413
147.2623651572261,144.59401841626345,142.67774303907777,141.51353902566908,141.10140637603735,141.44134509018303,145.29633021406147,151.20550632876234,151.50542602288917,148.87110549148252,148.68576224879678,148.4141971180092,148.20593388578968,148.04326844431563,148.0573044910055,148.15750816046884,148.36620847538558,148.62592709888898,148.91255482809788,149.11131989687334,149.24628483461842,149.30344735288628,149.26045696156828,149.133849611557,149.05803457327858,149.01150647854794,148.88204728022583,148.71282449962916,148.54796270544915,148.38774293446582,148.2583467077948,148.14646352013645,148.03332341294728,147.9601044041051,147.94275522812558,147.96255901013637,147.84835201679425,147.79030845659918,147.76138351112456,147.80796697379995,147.91898591170792,148.05460506855204,148.244087644082,148.4116781255,148.5590346147907,148.6387166396479,148.62965368563863,148.62127804107828,148.57637203348003,148.5704981150085,148.58144336177827,148.5945966236956,148.65543547074356,148.74911660661525,148.89185433435966,149.07447843000867,149.25477893733557,149.39116655461916,149.49144638365874,149.57245787151535,23-03-09-rings-afternoon_min0,3.13240418118467
149.53812504284048,149.42103236390395,149.2911338974118,149.1553524583467,149.06580890852177,148.9133746886437,148.7121271480712,148.4912842160467,148.3171834958033,148.14236612623804,147.91977764170193,147.73668703653797,147.61331869548772,147.55428255521375,147.56562693333368,147.53590160687068,147.53732530603304,147.5486381627591,147.51612169907503,147.56074781203,147.71075166763077,147.89894902314077,148.19563333767786,148.55531776584374,148.95805473495642,149.3513157707956,149.730088983599,150.03059725896077,150.2129792650885,150.4471283630834,150.53304790505763,150.47088432954263,150.3701954772211,150.21278604242212,150.05949863452656,149.8836160030928,149.75666842279134,149.6745575670446,149.6624397054547,149.6527832315801,149.58928911811344,149.53447083357406,149.47976029323732,149.4410120310241,149.42940536455598,149.4121121019014,149.4214378738309,149.42731114416952,149.44853016404576,149.43626506956633,149.4420936701062,149.45593355777115,149.44244186768952,149.4037901140567,149.34603006066067,149.3041402267939,149.21622097328626,149.0990544506632,148.9892620806932,148.87827164087588,23-03-09-rings-afternoon_min1,3.13240418118467
148.80809842623242,148.77627007821144,148.75884196833033,148.78781056002782,148.8227223413843,148.86998338756197,148.88511886537444,148.90561256517418,148.93553566704247,148.90433682607494,148.87290272074253,148.8316599330398,148.84374993281594,148.70758440382815,148.5853527813066,148.53178786342284,148.51299218901804,148.6109939966451,148.8254782739193,149.06799846373562,149.35562308468852,149.632334584926,149.88949625271692,149.96204585875958,150.10357122611504,150.19273110493253,150.25877334527587,150.40329351773488,150.57443917844355,150.72537503345046,150.8957336868413,151.06967879984285,151.26888916758654,151.4464021261359,151.5958907515919,151.69243067553964,151.7958172627977,151.871630981098,151.89139784719362,151.91961005585625,152.00238344972584,152.11789631639837,152.2287679423762,152.38510915523597,152.57869866881754,152.78085761081417,152.97432896659325,153.13956982766538,153.2885972156149,153.43839134882273,153.56443395370138,153.6365096994527,153.667210197301,153.7300702944476,153.77820348653222,153.81166156096015,153.8193773429221,153.8105964216046,153.79623817378686,153.7824626765519,23-03-09-rings-afternoon_min2,3.13240418118467
153.74065267764962,153.66462422578192,153.58542719013346,153.52977371907474,153.464364922007,153.40941327620453,153.34221680588612,153.32198750877083,153.27251437685445,153.19866090116074,153.0789778520954,152.96028401993112,152.89788646841308,152.82962149951334,152.7375356797206,152.65748539282217,152.62906471060813,152.6206405588277,152.5737661121119,152.51093749683884,152.4961740868728,152.46656517931896,152.46343165795116,152.40791219233648,152.35980352260003,152.3325424609304,152.29452917755577,152.20551938499375,152.1366782298336,152.08682350567773,152.0046493423573,151.8461277074258,151.6814737465682,151.55806918911216,151.38159614410884,151.1749782764802,150.93644624644426,150.741035036583,150.5472447084848,150.3495669143867,150.12809362957418,149.94766139317272,149.8562214892633,149.7692964085028,149.6069568158806,149.44317856170932,149.32210285667975,149.2250054514311,149.10601437125837,148.99774284135597,148.935750942038,148.89880521270948,148.9103899651695,148.87615422602346,148.86619220487674,148.7476133965549,148.71288245615378,148.76938602079028,148.89507572121755,149.06140949651433,23-03-09-rings-afternoon_min3,3.13240418118467
149.34728556931665,149.68495767470424,150.0329289726572,150.35045657174,150.58328946184525,150.6521135956108,150.7403333377917,150.79440910301858,150.74939254922822,150.6721772552313,150.63913104559515,150.6411280539398,150.5822578870832,150.51078301592568,150.4296052305853,150.35715739327543,150.29505862315358,150.2503724828101,150.2154857928941,150.204310320598,150.23865333760705,150.26414228121735,150.21663961185797,150.15845408287777,150.10590752021463,150.01850110587338,149.92987331260997,149.853547762911,149.80196287940169,149.78363744127645,149.7499360442938,149.66274661222522,149.56614605227628,149.4962144687186,149.41231706604984,149.29391443528758,149.17864600959436,149.11995735158624,149.04778651603343,148.94209031483248,148.81454202987453,148.7880651774852,148.7258602163087,148.68693815961012,148.6181195270708,148.55941337342443,148.53306884291428,148.50192579275878,148.39372328111386,148.23423033593062,148.15369485826992,148.13412257829114,148.03510363662082,147.9600141397326,150.06974110571454,148.3413399933569,145.69974142521545,142.14494540128976,137.6769519215798,132.29576098608558,23-03-09-rings-afternoon_min4,3.13240418118467
